id,school_name,longitude,latitude
102603,Alimoan Elementary School,121.155,18.5774
102604,Bacsay Elementary School,121.075311,18.569417
102605,Bilibigao Elementary School,121.081662,18.577027
102606,Buenavista–San Isidro Elementary School,121.1338065,18.5816808
102607,Capannikian Elementary School,121.0957346,18.5626016
102608,Claveria Central School,121.079023,18.6073737
102609,Claveria East Central School,121.08712,18.60911
102610,Culao Elementary School,121.1145282,18.6211035
102611,Dibalio Elementary School,121.09305,18.60308
102612,Luzon Elementary School,121.193,18.5487
102613,Magdalena Elementary School,121.0577,18.59718
102614,Malasin Elementary School,121.081959,18.602068
102615,Malilitao Elementary School,121.090773,18.59426
102616,Mapulapula Elementary School,121.1092474,18.5872943
102617,Nagsabaran Elementary School,121.083,18.561
102619,Pinas Elementary School,121.0915985,18.5834537
102620,San Vicente Primary School,121.07215,18.57095
102621,Santiago Elementary School,121.11494,18.58736
102622,Sta. Maria Primary School,121.0819974,18.5898721
102623,Sto. Tomas Primary School,121.135896,18.568555
102625,Alibago Elementary School,121.7428131,17.5724581
102626,Divisoria Elementary School,121.77513,17.51974
102627,Inga Elementary School,121.7685373,17.5452913
102628,Lanna Elementary School,121.7293817,17.57519
102629,Lemu Elementary School,121.7728133,17.5267317
102630,Enrile East Central School (Magalalag),121.73587,17.57374
102631,Maracuru Elementary School,121.759924,17.559056
102632,Batu Elementary School,121.7044046,17.5377925
102633,Enrile North Central School,121.7008,17.5605
102634,Enrile West Central School,121.693278,17.559251
102635,Liwan Norte Elementary School,121.6346425,17.5505814
102636,Liwan Sur Elementary School,121.6386509,17.5160344
102637,Maddarulug Norte Elementary School,121.677144,17.606725
102638,Maddarulug Sur Elementary School,121.6788025,17.6147582
102639,Roma Norte Elementary School,121.6890774,17.5265427
102640,Roma Sur Elementary School,121.6977156,17.5096331
102641,Sabino Acorda Central School,121.6976149,17.5547145
102642,San Antonio Elementary School,121.61018,17.57067
102643,Abra Elementary School,121.78613,18.04536
102644,Agnaoan Primary School,121.9102031,18.05151
102645,Bangatan Elementary School,121.752787,18.04018
102646,Barbarit Elementary School,121.737948,18.053651
102647,Batug Sur Elementary School,121.713393,18.036193
102648,Batug–Palagao Elementary School,121.71879,18.044235
102650,Calaoagan Dackel Elementary School,121.734645,18.03486
102651,Capiddigan Elementary School,121.7468525,18.0280034
102652,Capissayan Norte Elementary School,121.8183287,18.0560595
102653,Capissayan Elementary School,121.819046,18.050827
102654,Cumao Elementary School,121.76492,18.052
102655,Gattaran East Central School,121.7835709,18.0529027
102657,Mananingot Primary School,122.175639621219,18.1159118979925
102658,Nabaccayances,121.74466,18.04324
102659,Naddungan Elementary School,121.743423,18.0646829
102660,Pina Este Elementary School,121.854829,18.048748
102661,Piña Weste Elementary School,121.854676,18.0488437
102662,Pinutulan Primary School,121.87939,18.07457
102663,San Carlos Elementary School,121.86529,18.00737
102664,Tanglagan Elementary School,121.9441639,18.0731451
102665,Aguiguican Elementary School,121.662484,18.0988317
102666,Basao Elementary School,121.6766654,18.0923083
102667,Calaoagan Bassit Elementary School,121.685513,18.0332056
102668,Casicallan Elementary School,121.6529487,18.0833421
102669,Cullit Elementary School,121.6699423,18.0423247
102670,Don Jorge Nolasco Primary School,121.6344398,18.0284549
102671,Dummun Elementary School,121.6404072,18.0330729
102672,Ganzano Elementary School,121.6500365,18.0188667
102673,Gattaran West Central School,121.642356,18.060738
102674,Guising Elementary School,121.6178063,18.0194054
102675,L. Adviento Elementary School,121.64988,18.07382
102676,Lapogan Elementary School,121.6081735,18.0013662
102677,Nagatutuan Elementary School,121.6653924,18.0666473
102678,Nassiping Elementary School,121.624089,17.964364
102679,Newagac Elementary School,121.69844,18.04078
102680,San Vicente Elementary School,121.61375,17.972899
102681,Tasica Elementary School,121.650066,18.066823
102682,Tagumay Elementary School,121.7001922,18.0301606
102683,Tubungan Este Elementary School,121.7454445,18.0451957
102684,Amunitan Elementary School,122.055651,18.322037
102686,Baua Central School,122.0911327,18.3493606
102687,C. Dela Cruz Elementary School,122.109247,18.31017
102688,Cabanbanan Norte Elementary School,121.94695,18.2576
102689,Cabanbanan Sur Elementary School,121.9387995,18.2482316
102690,Cabiraoan Elementary School,122.086846,18.321909
102691,Calayan Elementary School,122.010103,18.282008
102692,Callao Primary School,121.982276,18.274975
102693,Caroan Elementary School,121.9153318,18.268339
102694,Casitan Elementary School,121.9332083,18.2614684
102695,Gonzaga North Central School,122.000077,18.267842
102696,Gonzaga South Central School,121.995766,18.2592958
102697,Ipil Elementary School,122.04736,18.31146
102698,Isca Elementary School,121.9769504,18.2363194
102699,Magrafil Elementary School,122.07492,18.27617
102700,Minanga Elementary School,121.9896189,18.2796151
102701,Pateng Elementary School,121.9847739,18.2580764
102702,Rebecca Elementary School,121.9546612,18.2443713
102703,San Francisco,122.060853,18.302834
102704,San Jose Elementary School,122.102986,18.357997
102705,Sta. Clara Elementary School,122.0379682,18.2434033
102706,Sta. Cruz Elementary School,122.0713133,18.3382215
102707,Sta. Isabel Elementary School,122.0529591,18.2825743
102708,Sta. Maria Elementary School,122.0978281,18.3393097
102709,Tapel Elementary School,122.0341641,18.3006959
102710,Baculud Elementary School,121.7328833,17.7865862
102711,Bayo Elementary School,121.7440617,17.6920281
102712,Capitan Elementary School,121.7400263,17.7701537
102713,Dumpao Elementary School,121.74089,17.74052
102714,Gammad Elementary School,121.747056,17.706886
102715,Garab Elementary School,121.75524,17.74696
102716,Iguig Central School,121.735608,17.754089
102717,Malabbac Elementary School,121.74075,17.7175778
102718,Manaoag Elementary School,121.74795,17.75296
102719,Minanga Norte Elementary School,121.72594,17.76548
102720,Redondo Elementary School,121.7392176,17.7283105
102721,Sta.Barbara Elementary School,121.75034,17.76489
102722,Sta. Teresa Elementary School,121.7474791,17.703886
102723,Ugac Elementary School,121.7186539,17.769948
102724,Bagumbayan Central School,121.66352,18.19357
102725,Bical Elementary School,121.730275,18.242197
102726,Binag Elementary School,121.6917798,18.1826834
102727,Cagoran Elementary School,121.6914184,18.1983288
102728,Cullit Elementary School,121.75261,18.24436
102729,Eduardo B. Batalla Elementary School,121.6768372,18.2285769
102730,Fusina Elementary School,121.7137,18.23925
102731,Lallo North Central School,121.6613907,18.2030378
102732,Maxingal Elementary School,121.6656572,18.2117992
102733,Naguilian Elementary School,121.76391763,18.22781522
102734,San Antonio Elementary School,121.6479,18.2021
102735,Sta. Teresa Elementary School,121.70825,18.20066
102736,Tucalana Elementary School,121.660192,18.182575
102737,Alaguia Elementary School,121.635325,18.15159
102738,Bangag Elementary School,121.6633866,18.1228767
102739,Bicud Elementary School,121.579169,18.127776
102740,Cabayabasan Elementary School,121.558075,18.113662
102741,Catayauan Elementary School,121.65404,18.15905
102742,Catugan Elementary School,121.6385061,18.1658475
102743,Dagupan Elementary School,121.7578717,18.18584
102744,Dalaya Elementary School,121.67486,18.17207
102746,Lalafugan Elementary School,121.6187704,18.1529781
102747,Logac Elementary School,121.608865,18.154161
102748,Magapit Elementary School,121.67035,18.136365
102749,Malanao Elementary School,121.62088,18.19237
102750,Paranum Elementary School,121.667292,18.161706
102751,San Lorenzo Elementary School,121.648353,18.148914
102754,Sta. Maria Central School,121.6615709,18.1471647
102755,Aggunetan Elementary School,121.6220051,18.0385922
102756,Alannay Elementary School,121.5682236,18.0602739
102757,Battalan Elementary School,121.56116,18.0901
102758,Lasam West Central School,121.497209,18.084464
102759,Calapangan Elementary School,121.604097,18.019451
102760,Callao Elementary School,121.6304879,18.0607252
102761,Finugo Norte Elementary School,121.620937,18.077648
102762,Gabun Elementary School,121.5880156,18.0932125
102763,Ignacio B. Jurado Elementary School,121.609881,18.066036
102764,Lasam Central School,121.600153,18.063632
102766,Malinta Elementary School,121.62263,18.09113
102767,Minanga Norte Elementary School,121.726045338752,17.7656171421534
102768,Minanga Sur Elementary School,121.63724,18.09205
102769,Nabannagan East Elementary School,121.548553,18.0688607
102770,Nabannagan West Elementary School,121.5376121,18.069391
102771,New Orlins Elementary School,121.5168818,18.0758124
102772,Nicolas Agatep Elementary School,121.608017,18.078635
102773,Peru Elementary School,121.508008,18.059767
102774,San Pedro Elementary School,121.566928,18.0996
102775,Tinungkaan Elementary School,125.46099,6.238377
102776,Tagao Elementary School,121.5852885,18.0240373
102777,Tucalan Passing Elementary School,121.5196698,18.0967281
102778,Viga Elementary School,121.562384,18.046515
102779,Abbangkeruan Elementary School,121.35244,18.45367
102780,Allasitan Elementary School,121.32853,18.503921
102781,Bagu Elementary School,121.355774,18.42399
102782,Balingit Elementary School,121.2855383,18.5266145
102784,Bidduang Elementary School,121.314948,18.513559
102785,Cabaggan Elementary School,121.346889,18.493424
102786,Capalalian Elementary School,121.33121,18.4799
102787,Casitan Elementary School,121.3229278,18.4927086
102788,Curva Elementary School,121.392961,18.389875
102789,Masi Primary School,121.3389483,18.4571097
102790,Nagattatan Elementary School,121.287683,18.529486
102791,Pamplona Central School,121.3399809,18.4644674
102792,Pimpila Elementary School,121.369318,18.419442
102793,San Juan Elementary School,121.344627,18.477117
102794,Tabba Elementary School,121.3743757,18.4792631
102795,Tupanna Elementary School,121.3925368,18.481807
102796,Abucay Elementary School,121.63355,17.63355
102797,Alitontong Elementary School,121.8515939,17.6886566
102798,Buyun Elementary School,121.8597186,17.7190719
102799,Callao Elementary School,121.8044865,17.6855731
102801,Lapi Elementary School,121.8967628,17.713594
102802,Mangga Elementary School,121.8616252,17.6977714
102803,Minanga Elementary School,121.886875,17.6893092
102804,Nanguillattan Elementary School,121.783376,17.633282
102805,Nannarian Elementary School,121.804184,17.676844
102806,Penablanca East Central School,121.805923,17.695413
102808,San Roque Elementary School,121.8078697,17.6609768
102809,Alimannao Elementary School,121.7811441,17.633
102810,Baliwag Elementary School,121.835828,17.553598
102811,Bical Elementary School,121.824799,17.562986
102812,Bugatay Elementary School,121.8140405,17.6144642
102813,Cabasan Elementary School,121.8214308,17.6033152
102814,Cabbo Elementary School,121.801986,17.611656
102815,Dodan Elementary School,121.7972742,17.6463813
102816,Parabba Elementary School,121.794177,17.6522829
102817,Patagueleg Elementary School,121.78745,17.668706
102818,Peñablanca West Central School,121.784623,17.625438
102819,Sisim Elementary School,121.8143863,17.6261388
102820,Apayao Elementary School,121.4942842,17.8180886
102821,Catarauan Elementary School,121.604576,17.7847157
102822,Dugayung Elementary School,121.462721,17.8124741
102823,Gumarueng Elementary School,121.4537019,17.775681
102824,Macapil Elementary School,121.46095,17.768472
102825,Sta. Barbara–Maguilling Elementary School,121.4990256,17.7586287
102827,Piat Central School,121.4760057,17.7923923
102828,Sicatna Elementary School,121.4655337,17.8199678
102829,Sto. Domingo Elementary School,121.504366,17.738769
102830,Villa Rey Elementary School,121.5488559,17.7068792
102831,Warat Elementary School,121.582254,17.714245
102833,Cambabangan Elementary School,121.3714439,17.8459883
102834,Dungan Elementary School,121.4242229,17.8156408
102835,Duyun Elementary School,121.3299447,17.8317105
102836,Gaddangao Elementary School,121.4401562,17.8007577
102837,Gaggabutan Elementary School,121.3753663,17.8574873
102838,Illuru Elementary School,121.3894268,17.8420598
102839,Lattut Elementary School,121.3478498,17.8500004
102840,Liuan Elementary School,121.45033,17.8167
102841,Masi Elementary School,121.3931416,17.9116304
102842,Mauanan Elementary School,121.4199752,17.8098524
102843,Nanungaran Elementary School,121.4427426,17.8109726
102844,Rizal Central School,121.344719,17.847675
102846,Sinicking Elementary School,121.3427283,17.8398865
102847,Villa Cruz Elementary School,121.3635718,17.8567316
102848,Bangan Elementary School,121.26613,18.534576
102849,C. Marzan Elementary School,121.24676,18.56047
102850,Callungan Elementary School,121.201864,18.5862896
102851,Dacal–Pukel Elementary School,121.22062,18.58186
102852,Dagueray Elementary School,121.2669887,18.5442188
102853,Dammang Elementary School,121.2372161,18.5694724
102854,Kittag Elementary School,121.215509,18.50658
102855,Langagan Elementary School,121.2415973,18.5532585
102856,Masisit Elementary School,121.2235888,18.5845423
102857,Minanga Elementary School,121.1738689,18.6058812
102858,Nagrangtayan–Macagan Elementary School,121.18276,18.6048
102859,Namuac–San Andres Elementary School,121.16929,18.60834
102860,Sanchez Mira West Central Elementary School,121.22856,18.56574
102861,Sanchez Mira Central Elementary School,121.23456,18.559056
102862,Santiago Elementary School,121.25119,18.49412
102863,Santor Elementary School,121.2544251,18.5371457
102864,Taguiporo Elementary School,121.27826,18.53656
102865,Tokitok Elementary School,121.1737936,18.6120389
102866,Andarayan Elementary School,121.7186685,17.6900316
102868,Bauan Elementary School,121.68793,17.71782
102869,Cattaran Elementary School,121.719015,17.703783
102870,Dassun Elementary School,121.70934,17.7427145
102871,Iraga Elementary School,121.66907,17.72745
102872,Lanna Elementary School,121.70232,17.69445
102873,Malacabibi Elementary School,121.6996561,17.751234
102874,Masin–San Pablo Elementary School,121.63618,17.70295
102875,Natappian Elementary School,121.707407,17.6740995
102876,Turod Elementary School,121.65612,17.72594
102877,Bantay Elementary School,121.57382,17.59981
102878,Basi Elementary School,121.694683,17.669301
102879,Cadaanan Elementary School,121.6376656,17.6134084
102880,Calilliauan Elementary School,121.6092213,17.6125208
102881,Carilucud Elementary School,121.6007346,17.6008009
102882,Furagui Elementary School,121.5810106,17.6258896
102883,Gadu Elementary School,121.6106956,17.6310863
102884,Gen. Balao Elementary School,121.63482,17.66055
102885,Lannig Elementary School,121.639269,17.624788
102886,Lingu Elementary School,121.680775,17.6331228
102887,Maguirig Elementary School,121.6561788,17.66837
102888,Nabbotuan Elementary School,121.57245,17.57296
102889,Nangalisan Elementary School,121.6731898,17.6482582
102890,Padul Elementary School,121.593317,17.639538
102891,Palao Elementary School,121.58576,17.56293
102893,Solana West Central School,121.594226,17.685101
102894,Solana North Central School,121.6931587,17.6584301
102895,Solana South Central School,121.6890819,17.6482616
102896,Ubong Elementary School,121.61191,17.59646
102897,Villa Salud Elementary School,121.6173048,17.6589691
102898,Casagan Elementary School,122.170981,18.472358
102899,Casambalangan Elementary School,122.126376,18.376276
102900,Diora–Zinungan Elementary School,122.1275,18.4311
102901,Dungeg Elementary School,122.1896806,18.4454948
102902,Kapanikian Elementary School,122.184364,18.43795
102905,Palawig Elementary School,122.1518961,18.475511
102906,Pananacpan Elementary School,122.3194277,18.329447
102907,Pasmakanane/S,122.277,18.415
102909,Racat Elementary School,122.1331524,18.4091357
102910,Rapuli Elementary School,122.1350431,18.390141
102911,San Vicente Elementary School,122.15246,18.505552
102912,Sta. Ana Central School,122.143952,18.455544
102913,Sta. Clara Elementary School,122.20298,18.416099
102914,Tangatan Elementary School,122.152899,18.496035
102915,Cadcadir Elementary School,121.0232227,18.5442765
102916,Cadongdongan Elementary School,120.9982897,18.5157289
102917,Capacuan Elementary School,120.99792,18.55221
102918,Kilkiling Elementary School,121.05562,18.58158
102919,Lablabig Elementary School,121.0375,18.55619
102920,Mabnang Elementary School,121.05173,18.57263
102921,Sta. Praxedes Central School,120.9901639,18.5631
102922,Taggat Sur Elementary School,121.05802,18.60265
102923,Union Elementary School,121.048416,18.560923
102924,Alucao Elementary School,121.8444068,18.2119094
102925,Aridowen Elementary School,121.9081777,18.210865
102926,Buyun Elementary School,121.8461266,18.2363995
102927,Caniugan Elementary School,121.9195844,18.2593574
102928,Dungeg Elementary School,121.9076601,18.2471428
102929,Luga Elementary School,121.916925,18.247587
102930,Masi Elementary School,121.9063346,18.2329263
102931,Mission Elementary School,121.9331734,18.2478357
102932,Simbaluca Elementary School,121.8837287,18.2608143
102933,Simpatuyo Elementary School,121.895626,18.247791
102934,Sta. Teresita Central School,121.9077106,18.2472074
102935,Villa Elementary School,121.9169954,18.2475981
102936,Abariongan Ruar Elementary School,121.5992985,18.0042185
102937,Abariongan Uneg Elementary School,121.568815,18.001793
102938,Balanni Elementary School,121.499135,17.864109
102939,Calapangan Elementary School,121.5975661,18.010809
102940,Calassitan Elementary School,121.556042,17.9960167
102941,Campo Elementary School,121.5582651,17.7965932
102943,Lattac Elementary School,121.5562143,17.8352643
102945,Lubo Elementary School,121.539964,17.832151
102946,Matalao Elementary School,121.64622,17.9595
102947,Nag–Uma Elementary School,121.597699,17.91905
102949,Niug Elementary School,121.559945,17.865108
102950,San Manuel Elementary School,121.5818836,17.8969732
102951,Sta. Felicitas Elementary School,121.59324,17.90385
102952,Sta. Maria Elementary School,121.5407123,17.8481993
102953,Sto. Nino Central Elementary School,121.5704245,17.8822603
102955,Tamucco Elementary School,121.448237,17.965639
102956,Virginia Elementary School,121.53736,17.802679
102957,Angang Elementary School,121.4982,17.6734
102958,Bicok Elementary School,121.5040402,17.6996295
102959,Bugnay Elementary School,121.5371585,17.6308283
102960,Culung Elementary School,121.5094,17.64462
102961,Dagupan Elementary School,121.5001,17.6939
102962,Lakambini Elementary School,121.5383245,17.7091194
102963,Malalinta Elementary School,121.4883888,17.6580268
102964,Malummin Elementary School,121.48458,17.680227
102965,Mambacag Elementary School,121.534966,17.673974
102966,Naruangan Central School,121.5149,17.6694
102967,Palca Elementary School,121.4978848,17.6843313
102968,Pata Elementary School,121.5032597,17.7233303
102969,San Juan Elementary School,121.524869,17.606306
102970,San Luis Elementary School,121.4610093,17.6752376
102971,San Vicente Elementary School,121.512612,17.591896
102972,Sto. Tomas Elementary School,121.4938133,17.6199987
102974,Villa Laida Elementary School,121.5065002,17.7013232
102975,Accusilian Elementary School,121.4722601,17.7532835
102976,Alabiao Elementary School,121.5039,17.6992
102977,Alabug Primary School,121.481037,17.724162
102978,Bagumbayan Elementary School,121.4510588,17.7063139
102979,Barancuag Elementary School,121.44936,17.71133
102980,Battung Elementary School,121.458513,17.702243
102981,Bulagao Elementary School,121.450171,17.750607
102982,Cagumitan Elementary School,121.463297,17.749505
102983,Cato Primary School,121.445428,17.734383
102984,Fugu–Alabug Elementary School,121.503956,17.699349
102985,Lallayug Elementary School,121.442652,17.713066
102986,Mungo Elementary School,121.4672176,17.7201919
102987,Tuao Central Elementary School,121.4546234,17.7347561
102988,Alicia North Central School,121.6976863,16.7826941
102989,Amistad Elementary School,121.667,16.862
102990,Burgos Elementary School,121.7296304,16.8268648
102991,Linglingay Elementary School,121.6990499,16.7982696
102992,Mabini Elementary School,121.7283383,16.8179
102993,Mataas Na Kahoy Elementary School,121.648,16.863
102994,Mh Del Pilar Elementary School,121.7483011,16.8461764
102995,Alicia East Central School,121.7204831,16.8072721
102996,Rizal Elementary School,121.674,16.835
102997,Rizaluna Elementary School,121.7388722,16.8354307
102998,Salvacion Elementary School,121.6696,16.8094
102999,San Antonio Elementary School,121.6998267,16.7736244
103000,San Fernando Elementary School,121.7238631,16.7951946
103001,San Francisco Elementary School,121.70664,16.84712
103002,San Juan Elementary School,121.682,16.859
103003,Sto. Domingo Elementary School,121.6526002,16.8496719
103004,Zamora Elementary School,121.724997,16.824608
103005,Alicia Central School,121.6987679,16.7771575
103006,Alicia West Central School,121.6913647,16.7816051
103007,Apanay Elementary School,121.6986381,16.7636634
103008,Aurora Elementary School,121.6814165,16.7855561
103009,Bagnos Elementary School,121.6280955,16.8072806
103010,Bagong Sikat Elementary School,121.6175669,16.798913
103011,Bantug Petines Elementary School,121.6078732,16.8032246
103012,Bonifacio Elementary School,121.6024583,16.7857035
103013,Callao Elementary School,121.6756404,16.7921582
103014,Dagupan Elementary School,121.6648971,16.7717686
103015,Inanama Elementary School,121.5882549,16.7812595
103016,San Pablo Elementary School,121.652377,16.7987421
103017,San Pedro Elementary School,121.6370448,16.8191742
103018,Sta. Cruz Elementary School,121.7037579,16.7716022
103019,Sta. Maria Elementary School,121.68816,16.76452
103020,Sto. Tomas Elementary School,121.6461062,16.7903711
103021,Victoria Elementary School,121.6951156,16.7561806
103022,Angadanan East Central School,121.738365,16.7397502
103023,Aniog Primary School,121.7274,16.7501
103024,Bannawag Primary School,121.89954,16.80033
103025,Bantug Primary School,121.7434089,16.7351911
103026,Boni–Ban Elementary School,121.8960886,16.7947631
103027,Buenavista Primary School,121.8301558,16.7786736
103028,Calaccab Elementary School,121.7288654,16.7236363
103029,Calaocan Elementary School,121.91786,16.81715
103030,Campanario Primary School,121.7473931,16.7180695
103031,Dalenat Elementary School,121.7158022,16.7380224
103032,Dipaluda Primary School,121.806,16.806
103034,La Suerte Elementary School,121.812,16.759
103035,Liw–Liwa Primary School,121.88492,16.77922
103036,Lourdes Elementary School,121.7864556,16.7699335
103037,Lunac Primary School,121.816,16.776
103038,Macalauat Elementary School,121.7639,16.7276
103040,Malasin Elementary School,121.788,16.798
103041,Mangandingay Primary School,121.8612618,16.7858962
103042,Fermin Olong Primary School,125.379094529871,6.37435116949733
103043,Salay Elementary School,121.7637431,16.7661865
103044,San Isidro Elementary School,121.76053,16.7188
103045,San Marcelo Elementary School,121.8420167,16.7588722
103046,San Roque Elementary School,121.8329,16.7933
103047,San Vicente Elementary School,121.7823378,16.7130308
103048,Saranay Primary School,121.8678186,16.8036078
103049,Sanama Elementary School,125.367531127114,6.42274371419643
103050,Victory Elementary School,121.843,16.781
103051,Allangigan Elementary School,121.7127203,16.7423208
103052,Angadanan Central School,121.7492454,16.7565504
103053,Barangcuag Elementary School,121.7069756,16.7507148
103054,Bunnay Elementary School,121.7700433,16.7623621
103055,Calabayan Elementary School,121.7407968,16.7541937
103056,Consular Elementary School,121.76028,16.78819
103058,Dalakip Elementary School,121.7314583,16.7905117
103060,Datu Manangka Matanggo Elementary School,125.31314,6.41936
103061,Gnanda B. Maguan Ip School,125.4322439,5.9508016
103062,Rancho Primary School,125.3450139,6.00210833
103063,Minanga Elementary School,121.7300163,16.7656292
103064,Minanga–Baniket Elementary School,121.7179331,16.7632456
103065,Pisbakal Elementary School,121.7695563,16.7487588
103066,Rancho Primary School,121.7279173,16.7560428
103067,San Ambrocio Elementary School,121.7441849,16.793515
103068,Sinabbaran Elementary School,121.6984626,16.7380268
103069,Viga Elementary School,121.792896,16.8223317
103070,Villa Domingo Elementary School,121.79226,16.8356817
103071,Apiat Elementary School,121.6020119,16.9542118
103072,Aurora Central School,121.6360277,16.9892716
103074,Rizalina Elementary School,121.63695,16.99258
103075,Bagong Tanza Elementary School,121.6133698,16.9848492
103076,Ballesteros Elementary School,121.624022,16.987872
103077,Bannagao Elementary School,121.69417,16.99706
103078,Bannawag Elementary School,121.6872,16.99363
103079,Bolinao Elementary School,121.6582482,16.9890213
103080,Camarunggayan Elementary School,121.643854,16.9791256
103081,Dalig Kalinga Elementary School,121.7007548,17.0148496
103082,Diamantina Elementary School,121.6522845,16.9992036
103083,Divisoria Elementary School,121.7278697,17.0363066
103084,Esperanza Elementary School–Main,121.687,17.023
103085,Esperanza West Primary School Annex,121.6791743,17.0149276
103086,Kalabaza Elementary School,121.6320925,16.9731864
103087,Macatal Elementary School,121.605193,16.9667687
103088,Malasin Elementary School,121.67255,17.00304
103089,Nampicuan Elementary School,121.6947465,17.0242263
103090,Panecien Elementary School,121.6188424,16.9539888
103091,San Andres–Ramon Elementary School,121.5883156,16.9634131
103092,San Rafael Elementary School,121.58138,16.95653
103093,Sta Rita Elementary School,121.642145,16.992446
103094,Sto. Niño Elementary School,121.5762761,16.950362
103095,Victoria Elementary School,121.6658035,16.990158
103097,Villa Nuesa Primary School,121.6160374,16.9874042
103098,Andabuen Elementary School–Main,121.972,16.8677
103099,Andabuen Elementary School–Annex,121.97842,16.876774
103100,Ara Elementary School,121.96619,16.84388
103102,Benito Soliven Central School,121.9587333,16.98681
103103,Calaocan Elementary School,121.9586578,16.9790684
103104,Capuseran Elementary School,121.977787,16.822528
103105,Danipa Elementary School,121.9487518,16.9479167
103106,Gomez Elementary School,121.98737,16.89931
103107,Guilingan Elementary School,121.93144461947,16.8368080127022
103108,La Salette Elementary School,121.9241077,16.9508622
103109,Makindol Elementary School,121.9767011,16.958833
103110,George Yabes Primary School,124.487794,6.044626
103111,Maluno Integrated School Annex–B,121.96177,17.0193186
103112,Maluno Integrated School Annex–A,121.966911,17.002983
103113,Nacalma Elementary School,121.9934583,16.8426367
103115,Placer–Dagupan Elementary School,121.9351857,16.9086243
103116,Punit Elementary School,121.9206567,17.005485
103117,San Carlos Elementary School,121.9385544,16.9923128
103118,San Francisco Elementary School,121.9855179,16.9391159
103119,Santiago Elementary School,121.94265,16.88408
103120,Sevillana Elementary School,121.976721,16.948557
103121,Sinipit Elementary School,121.9475042,16.8771308
103122,Sta. Cruz Elementary School,121.9319715,16.9857945
103123,Villa Lucban Elementary School,121.978334,16.9960845
103124,Angko Elementary School,124.4930822,6.1549551
103125,Banate Ip School,124.6369156,6.070562
103126,Yeban Sur Elementary School,121.9469796,16.9996453
103127,Bacnor Elementary School,121.704645,17.0334533
103128,Burgos Central School,121.692721,17.067058
103129,Catabban Elementary School,121.741851,17.030498
103130,Cullalabo Elementary School,121.7007468,17.1018418
103131,Dalig Elementary School,121.7181427,17.0353405
103132,Malasin Elementary School,121.69894,17.05105
103133,Masigun Elementary School,121.6863541,17.0973976
103134,Raniag Elementary School,121.765646,17.067043
103135,San Antonino Elementary School,121.705074,17.088783
103136,San Bonifacio Elementary School,121.7767578,17.0412795
103137,San Miguel Elementary School,121.75166,17.049
103138,San Roque Elementary School,121.7601517,17.039965
103139,Aggub Elementary School,121.73211,17.41294
103140,Anao Elementary School,121.770429,17.42399
103141,Angancasilian Elementary School,121.8121146,17.4247736
103143,Balasig Elementary School,121.819126,17.3728592
103144,Biwag Elementary School,121.722611,17.4266817
103145,Cabagan Science Elementary School,121.7624679,17.4306965
103147,Cansan Elementary School,121.810592,17.393166
103148,Casibarag Elementary School,121.756,17.43
103149,Catabayungan Elementary School,121.755497,17.4359892
103151,Garita Elementay School,121.808984,17.401818
103152,Luquilu Elementary School,121.7586616,17.4285429
103153,Mabangug Elementary School,121.842372,17.357583
103154,Magallones Elementary School,121.8423226,17.380533
103155,Magassi Elementary School,121.8200036,17.3629819
103156,Masipi Elementary School,121.87837,17.38533
103157,Ngarag Primary School,121.782259,17.421846
103158,Pilig Abajo Elementary School,121.787593,17.36799
103159,Pilig Alto Elementary School,121.799973,17.367052
103160,San Bernardo Elementary School,121.7525626,17.4019816
103161,San Juan Elementary School,121.737,17.411
103162,Saui Primary School,121.725,17.419276
103163,Ugad Elementary School,121.7785098,17.4380999
103164,Union Primary School,121.8357376,17.3514719
103165,Cabatuan East Central School,121.6747622,16.9540997
103166,Cabatuan West Central School,121.6651833,16.9570367
103167,Calaocan Elementary School,121.6403035,16.9275582
103168,Canan Elementary School,121.6919381,16.937007
103169,Culing Elementary School,121.6379865,16.9394541
103170,L.B.G. Tandul Elementary School,121.6337777,16.9079091
103171,La Paz Elementary School,121.66872,16.91248
103172,Luzon Elementary School,121.6941081,16.9513313
103173,Macalaoat Elementary School,121.656836,16.946505
103174,Namnama Elementary School,121.6453331,16.9144362
103175,Nueva Era Elementary School,121.64883,16.93773
103176,Ortiz–Saranay Elementary School,121.67536,16.95728
103177,Paraiso Elementary School,121.6607334,16.9485691
103178,Rang–Ay Elementary School,121.613399,16.922359
103179,S.G. Diamantina Elementary School,121.6265,16.9156
103180,Andarayan–Bugallon Elementary School,121.8116891,16.9458149
103181,Buduan Elementary School,121.83064,16.8706
103183,Cabugao Elementary School,121.8527214,16.9146245
103184,Casalatan Elementary School,121.86357,16.8916
103185,Cassap Fuera Elementary School,121.82092,16.92292
103186,Cauayan East Central School,121.911764,16.836273
103187,Diparicao Elementary School,121.930926,16.836852
103188,De Vera Elementary School,121.939362,16.81807
103189,Dianao Elementary School,121.861873,16.841604
103190,Disimuray Elementary School,121.89111,16.885169
103191,Doña Pacita C. Bautista Elementary School,121.769462,16.954124
103192,Gappal Elementary School,121.821204,16.836118
103193,Linglingay Elementary School,121.856992,16.805541
103194,Mabantad North Elementary School,121.786005,16.958903
103195,Mabantad South Elementary School,121.78712,16.95206
103197,Manaoag Elementary School,121.840403,16.825914
103198,Baculod Elementary School,121.868263,16.865452
